Ban,Pick,Outcome
"['LeBlanc', 'Rell', 'Yone', 'Kaisa', 'Zeri']","['Maokai', 'LeeSin', 'Xerath', 'Xayah', 'Rakan']",1
"['Poppy', 'Aatrox', 'Neeko', 'Jayce', 'Tristana']","['Jax', 'Sejuani', 'Azir', 'Ezreal', 'Leona']",0
"['Poppy', 'Vi', 'Jax', 'Rakan', 'Alistar']","['KSante', 'Wukong', 'Azir', 'Kaisa', 'Rell']",0
"['Renekton', 'Sejuani', 'Aatrox', 'Gnar', 'Nautilus']","['Rumble', 'Maokai', 'Tristana', 'Xayah', 'Leona']",1
"['Poppy', 'Vi', 'Tristana', 'LeBlanc', 'Azir']","['Aatrox', 'Viego', 'Annie', 'Xayah', 'Rakan']",0
"['Renekton', 'Sejuani', 'Nautilus', 'Yone', 'Ahri']","['Jax', 'Maokai', 'Jayce', 'Kaisa', 'Rell']",1
"['Azir', 'Poppy', 'Vi', 'Zeri', 'Alistar']","['Jax', 'Nocturne', 'Ahri', 'Kaisa', 'Rakan']",1
"['LeBlanc', 'Tristana', 'Jayce', 'Varus', 'Draven']","['Renekton', 'Sejuani', 'Annie', 'Xayah', 'Maokai']",0
"['Azir', 'Poppy', 'Aatrox', 'Lillia', 'Skarner']","['Renekton', 'Maokai', 'Jayce', 'Zeri', 'Alistar']",1
"['Jax', 'Kaisa', 'Sejuani', 'Varus', 'Rakan']","['KSante', 'Vi', 'Tristana', 'Aphelios', 'Rell']",0
"['LeBlanc', 'Tristana', 'Kaisa', 'Rumble', 'Renekton']","['Aatrox', 'Nocturne', 'Ahri', 'Zeri', 'Rakan']",0
"['Annie', 'Neeko', 'Vi', 'Viego', 'Poppy']","['Jax', 'Sejuani', 'Jayce', 'Varus', 'Nautilus']",1
"['Tristana', 'LeBlanc', 'Jayce', 'Varus', 'Kaisa']","['KSante', 'Viego', 'Annie', 'Xayah', 'Alistar']",0
"['Poppy', 'Zeri', 'Azir', 'Rakan', 'Rell']","['Jax', 'Vi', 'Neeko', 'Ziggs', 'Leona']",1
"['KSante', 'LeBlanc', 'Sejuani', 'Tristana', 'Azir']","['Aatrox', 'Maokai', 'Jayce', 'Zeri', 'Rakan']",1
"['Vi', 'Rumble', 'Neeko', 'Braum', 'Xayah']","['Renekton', 'Rell', 'Xerath', 'Kaisa', 'Nautilus']",0
"['KSante', 'LeBlanc', 'Sejuani', 'Rakan', 'Viego']","['Aatrox', 'Maokai', 'Jayce', 'Kaisa', 'Alistar']",1
"['Vi', 'Rumble', 'Neeko', 'Nautilus', 'Draven']","['Renekton', 'Rell', 'Xerath', 'Zeri', 'Braum']",0
"['Rell', 'Neeko', 'Tristana', 'Xayah', 'Milio']","['Jax', 'Vi', 'LeBlanc', 'Sivir', 'Alistar']",1
"['Kaisa', 'Sejuani', 'Annie', 'Zeri', 'Rakan']","['Rumble', 'Nautilus', 'Jayce', 'Varus', 'Heimerdinger']",0
"['Neeko', 'Tristana', 'Kaisa', 'Rakan', 'Heimerdinger']","['Jax', 'Poppy', 'Azir', 'Varus', 'Alistar']",1
"['Annie', 'Sejuani', 'Vi', 'Nautilus', 'Zeri']","['Renekton', 'Lillia', 'LeBlanc', 'Ashe', 'Rell']",0
"['Tristana', 'Jayce', 'LeBlanc', 'Rakan', 'Alistar']","['Ornn', 'LeeSin', 'Annie', 'Kaisa', 'Rell']",0
"['Vi', 'Poppy', 'Azir', 'Viego', 'KSante']","['Renekton', 'Sejuani', 'Neeko', 'Xayah', 'Maokai']",1
"['Tristana', 'Jayce', 'LeBlanc', 'Sejuani', 'Rakan']","['Renekton', 'LeeSin', 'Annie', 'Zeri', 'Alistar']",1
"['Vi', 'Poppy', 'Azir', 'Viego', 'Lulu']","['Jax', 'Rell', 'Neeko', 'Xayah', 'Nautilus']",0
"['Tristana', 'Azir', 'Maokai', 'Lillia', 'Sejuani']","['KSante', 'KhaZix', 'Annie', 'Xayah', 'Rell']",1
"['Vi', 'Poppy', 'LeBlanc', 'Rakan', 'Viego']","['Renekton', 'Ivern', 'Jayce', 'Kaisa', 'Alistar']",0
"['Yone', 'Rell', 'Vi', 'Sejuani', 'Maokai']","['KSante', 'Nocturne', 'LeBlanc', 'Kaisa', 'Leona']",0
"['Poppy', 'Jax', 'Tristana', 'Rakan', 'Alistar']","['Renekton', 'Viego', 'Azir', 'Aphelios', 'Nautilus']",1
"['Yone', 'Rell', 'Vi', 'Xayah', 'Varus']","['KSante', 'Nautilus', 'Azir', 'Kaisa', 'Alistar']",0
"['Poppy', 'Jax', 'LeBlanc', 'Jayce', 'Nocturne']","['Renekton', 'Sejuani', 'Tristana', 'Ezreal', 'Maokai']",1
"['LeBlanc', 'Vi', 'Poppy', 'Xayah', 'Alistar']","['Renekton', 'Rell', 'Neeko', 'Zeri', 'Nautilus']",1
"['Kaisa', 'Jax', 'Azir', 'KSante', 'Samira']","['Rumble', 'Maokai', 'Jayce', 'Varus', 'Braum']",0
"['LeBlanc', 'Rell', 'Vi', 'Poppy', 'Maokai']","['Renekton', 'Sejuani', 'Annie', 'Vayne', 'Alistar']",1
"['Jax', 'Azir', 'Neeko', 'Zeri', 'Jayce']","['KSante', 'Lillia', 'Tristana', 'Kaisa', 'Nautilus']",0
"['Yone', 'Vi', 'Kaisa', 'Rell', 'Rakan']","['KSante', 'Maokai', 'Azir', 'Varus', 'Nautilus']",0
"['Poppy', 'Renekton', 'Skarner', 'Tristana', 'Jayce']","['Jax', 'Sejuani', 'LeBlanc', 'Ezreal', 'Leona']",1
"['Yone', 'LeBlanc', 'Jax', 'Rakan', 'Maokai']","['Gwen', 'Vi', 'Neeko', 'Kaisa', 'Nautilus']",0
"['Poppy', 'Renekton', 'Azir', 'Rell', 'Alistar']","['KSante', 'Sejuani', 'Tristana', 'Xayah', 'Braum']",1
"['Poppy', 'Sejuani', 'Jax', 'Azir', 'Jayce']","['KSante', 'Neeko', 'Tristana', 'Kaisa', 'Nautilus']",1
"['Ivern', 'Rell', 'Rumble', 'Rakan', 'Viego']","['Renekton', 'KhaZix', 'LeBlanc', 'Ashe', 'Braum']",0
"['Poppy', 'Sejuani', 'Jax', 'Azir', 'Jayce']","['Renekton', 'Lillia', 'Tristana', 'Kaisa', 'Nautilus']",1
"['Neeko', 'Ivern', 'Rell', 'Rakan', 'Vi']","['KSante', 'Viego', 'Cassiopeia', 'Ashe', 'Braum']",0
"['Vi', 'Poppy', 'Viego', 'Rakan', 'Alistar']","['Gwen', 'Nautilus', 'Tristana', 'Kaisa', 'Rell']",1
"['Yone', 'Renekton', 'LeBlanc', 'Rumble', 'Ivern']","['KSante', 'Maokai', 'Azir', 'Xayah', 'Braum']",0
"['Poppy', 'Vi', 'Cassiopeia', 'Rakan', 'Viego']","['Ornn', 'Sejuani', 'Tristana', 'Kaisa', 'Rell']",1
"['Yone', 'Rumble', 'LeBlanc', 'Maokai', 'Ivern']","['Renekton', 'Skarner', 'Azir', 'Xayah', 'Alistar']",0
"['Jax', 'Poppy', 'Maokai', 'Yone', 'Rakan']","['Gnar', 'Rell', 'Azir', 'Kaisa', 'Nautilus']",1
"['Rumble', 'Vi', 'LeBlanc', 'KSante', 'Nocturne']","['Renekton', 'Sejuani', 'Ahri', 'Xayah', 'Alistar']",0
"['Jax', 'Rell', 'Rumble', 'Rakan', 'Heimerdinger']","['Renekton', 'Maokai', 'Azir', 'Ezreal', 'Leona']",0
"['Vi', 'Poppy', 'Kaisa', 'Samira', 'Nautilus']","['KSante', 'Sejuani', 'Tristana', 'Varus', 'Braum']",1
"['Jax', 'Tristana', 'Varus', 'Yone', 'Rakan']","['Rumble', 'Vi', 'Azir', 'Zeri', 'Alistar']",0
"['Kaisa', 'LeBlanc', 'Poppy', 'Aphelios', 'Draven']","['KSante', 'Maokai', 'Jayce', 'Xayah', 'Rell']",1
"['Renekton', 'Viego', 'Kaisa', 'Varus', 'Alistar']","['KSante', 'Nocturne', 'Tristana', 'Samira', 'Nautilus']",0
"['Rell', 'LeBlanc', 'Sejuani', 'Rakan', 'Neeko']","['Rumble', 'Poppy', 'Azir', 'Zeri', 'Maokai']",1
"['Renekton', 'Viego', 'Kaisa', 'Nautilus', 'Ezreal']","['KSante', 'KhaZix', 'LeBlanc', 'Xayah', 'Rakan']",0
"['Rell', 'Maokai', 'Sejuani', 'Vi', 'Nocturne']","['Jax', 'Poppy', 'Neeko', 'Zeri', 'Lulu']",1
"['LeBlanc', 'Sejuani', 'Tristana', 'Lulu', 'Xayah']","['Jax', 'Maokai', 'Yone', 'Samira', 'Nautilus']",1
"['Poppy', 'Kaisa', 'Vi', 'Alistar', 'Zeri']","['Renekton', 'Wukong', 'Azir', 'Varus', 'Rell']",0
"['LeBlanc', 'Kaisa', 'Sejuani', 'Alistar', 'Xayah']","['Jax', 'Rell', 'Yone', 'Zeri', 'Leona']",1
"['Poppy', 'Tristana', 'Vi', 'Samira', 'Draven']","['Renekton', 'Maokai', 'Azir', 'Lucian', 'Nautilus']",0
"['Vi', 'Poppy', 'LeBlanc', 'Renekton', 'Alistar']","['Jax', 'Nocturne', 'Ahri', 'Kaisa', 'Rell']",1
"['Sejuani', 'Neeko', 'Azir', 'Irelia', 'Annie']","['Rumble', 'Maokai', 'Jayce', 'Aphelios', 'Braum']",0
"['Poppy', 'Sejuani', 'Tristana', 'Skarner', 'Renekton']","['Jax', 'Wukong', 'Yone', 'Kaisa', 'Maokai']",1
"['Neeko', 'Vi', 'LeBlanc', 'Blitzcrank', 'Nautilus']","['Gragas', 'KhaZix', 'Azir', 'Xayah', 'Rakan']",0
"['Tristana', 'Poppy', 'Kaisa', 'Milio', 'Blitzcrank']","['Jax', 'Sejuani', 'LeBlanc', 'Jinx', 'Thresh']",0
"['Rumble', 'Annie', 'Neeko', 'Xayah', 'Draven']","['Gragas', 'Skarner', 'Azir', 'Aphelios', 'Rakan']",1
"['Tristana', 'Poppy', 'Azir', 'Milio', 'Rakan']","['Ornn', 'Vi', 'LeBlanc', 'Kaisa', 'Rell']",1
"['Rumble', 'Annie', 'Neeko', 'Jax', 'Nautilus']","['Renekton', 'Maokai', 'Jayce', 'Aphelios', 'Alistar']",0
"['Tristana', 'LeBlanc', 'Neeko', 'Skarner', 'Sejuani']","['Gangplank', 'Maokai', 'Jayce', 'Kaisa', 'Blitzcrank']",0
"['Rumble', 'Vi', 'Annie', 'Nautilus', 'Rell']","['KSante', 'Poppy', 'Azir', 'Xayah', 'Rakan']",1
"['Jax', 'LeBlanc', 'Tristana', 'Yone', 'Annie']","['Poppy', 'Viego', 'Azir', 'Xayah', 'Rell']",1
"['Vi', 'Nilah', 'Neeko', 'Renekton', 'Rakan']","['KSante', 'Sejuani', 'Akali', 'Kaisa', 'Alistar']",0
"['Jax', 'LeBlanc', 'Poppy', 'Milio', 'Lulu']","['Malphite', 'Wukong', 'Annie', 'Kaisa', 'Rakan']",0
"['Vi', 'Nilah', 'Neeko', 'Viego', 'Renekton']","['KSante', 'Sejuani', 'Tristana', 'Aphelios', 'Rell']",1
"['Jax', 'LeBlanc', 'Tristana', 'Rumble', 'KSante']","['Renekton', 'Viego', 'Annie', 'Xayah', 'Rakan']",1
"['Vi', 'Neeko', 'Azir', 'Nilah', 'Kaisa']","['Quinn', 'Poppy', 'Taliyah', 'Aphelios', 'Rell']",0
"['Annie', 'Viego', 'Sejuani', 'Nautilus', 'Milio']","['Renekton', 'Ivern', 'Tristana', 'Xayah', 'Alistar']",0
"['Neeko', 'Vi', 'Kaisa', 'Rakan', 'Rell']","['Jax', 'Maokai', 'Jayce', 'Aphelios', 'Lulu']",1
"['Annie', 'Viego', 'Maokai', 'Nautilus', 'Malphite']","['KSante', 'Sejuani', 'LeBlanc', 'Aphelios', 'Rakan']",0
"['Neeko', 'Vi', 'Tristana', 'Jax', 'Milio']","['Renekton', 'Poppy', 'Azir', 'Kaisa', 'Alistar']",1
"['Annie', 'Vi', 'Neeko', 'Samira', 'Xayah']","['Rumble', 'Viego', 'Yone', 'Kaisa', 'Rakan']",1
"['Maokai', 'Sejuani', 'LeBlanc', 'Blitzcrank', 'Nautilus']","['Renekton', 'Poppy', 'Azir', 'Aphelios', 'Rell']",0
"['Annie', 'Neeko', 'LeBlanc', 'Nautilus', 'Rell']","['Renekton', 'Wukong', 'Azir', 'Xayah', 'Rakan']",1
"['Maokai', 'Sejuani', 'Rumble', 'Viego', 'Poppy']","['Jax', 'Vi', 'Ahri', 'Kaisa', 'Galio']",0
"['Annie', 'Kaisa', 'Sejuani', 'Jayce', 'LeBlanc']","['KSante', 'Lillia', 'Tristana', 'Xayah', 'Rakan']",1
"['Neeko', 'Azir', 'Poppy', 'Jax', 'Maokai']","['Renekton', 'Diana', 'Yasuo', 'Aphelios', 'Rell']",0
"['Neeko', 'Tristana', 'LeBlanc', 'Xayah', 'Draven']","['Gragas', 'Vi', 'Azir', 'Aphelios', 'Rakan']",0
"['Sejuani', 'Poppy', 'Kaisa', 'Jax', 'Milio']","['Rumble', 'LeeSin', 'Annie', 'Jinx', 'Leona']",1
"['Annie', 'Kaisa', 'Sejuani', 'Draven', 'Aphelios']","['Renekton', 'Maokai', 'Tristana', 'Zeri', 'Rell']",0
"['Neeko', 'Poppy', 'Gragas', 'Milio', 'Xayah']","['Jax', 'Ivern', 'Jayce', 'Varus', 'Nautilus']",1
"['Neeko', 'Poppy', 'Nilah', 'Rakan', 'Nautilus']","['KSante', 'Viego', 'Annie', 'Kaisa', 'Rell']",0
"['Jax', 'LeBlanc', 'Tristana', 'Rumble', 'Maokai']","['Renekton', 'Vi', 'Azir', 'Xayah', 'Alistar']",1
"['Neeko', 'Poppy', 'Azir', 'KSante', 'Rakan']","['Rumble', 'Sejuani', 'Tristana', 'Kaisa', 'Rell']",1
"['Jax', 'LeBlanc', 'Ivern', 'Maokai', 'Varus']","['Renekton', 'Vi', 'Annie', 'Xayah', 'Nautilus']",0
"['Cassiopeia', 'Neeko', 'Vi', 'Aphelios', 'Nilah']","['Poppy', 'Ivern', 'Tristana', 'Ashe', 'Milio']",0
"['Jax', 'Rumble', 'LeBlanc', 'Rell', 'Kaisa']","['Renekton', 'Maokai', 'Azir', 'Xayah', 'Rakan']",1
"['Ivern', 'Vi', 'Tristana', 'Rell', 'Nautilus']","['Renekton', 'Poppy', 'Azir', 'Aphelios', 'Rakan']",0
"['Sejuani', 'Neeko', 'LeBlanc', 'Rumble', 'Jax']","['KSante', 'KhaZix', 'Annie', 'Kaisa', 'Blitzcrank']",1
"['Ivern', 'Vi', 'Neeko', 'Braum', 'Renekton']","['Jax', 'Viego', 'Cassiopeia', 'Kaisa', 'Alistar']",0
"['Sejuani', 'Poppy', 'LeBlanc', 'Azir', 'Annie']","['Gangplank', 'Maokai', 'Tristana', 'Aphelios', 'Rell']",1
"['Annie', 'Sejuani', 'Poppy', 'Draven', 'Jinx']","['KSante', 'Ivern', 'Tristana', 'Aphelios', 'Nautilus']",0
"['LeBlanc', 'Neeko', 'Kaisa', 'Alistar', 'Braum']","['Renekton', 'Maokai', 'Azir', 'Samira', 'Rell']",1
"['Annie', 'Sejuani', 'Tristana', 'Poppy', 'Rakan']","['Renekton', 'LeeSin', 'Akali', 'Ezreal', 'Rell']",0
"['LeBlanc', 'Neeko', 'Kaisa', 'Ashe', 'Varus']","['KSante', 'Maokai', 'Azir', 'Xayah', 'Nautilus']",1
"['Sejuani', 'Annie', 'Kaisa', 'Poppy', 'Nautilus']","['Rumble', 'Vi', 'LeBlanc', 'Draven', 'Rell']",0
"['Tristana', 'Neeko', 'Lee Sin', 'Rakan', 'Jinx']","['Renekton', 'Maokai', 'Azir', 'Aphelios', 'Alistar']",1
"['Kaisa', 'Annie', 'Azir', 'Jinx', 'Draven']","['Rumble', 'Nocturne', 'LeBlanc', 'Aphelios', 'Rell']",0
"['Tristana', 'Neeko', 'Sejuani', 'Vi', 'Lee Sin']","['Renekton', 'Viego', 'TwistedFate', 'Ezreal', 'Nautilus']",1
"['Poppy', 'LeBlanc', 'Tristana', 'Alistar', 'Jax']","['KSante', 'Viego', 'Azir', 'Kaisa', 'Rakan']",1
"['Neeko', 'Sejuani', 'Annie', 'Rumble', 'Veigar']","['Renekton', 'Vi', 'Ahri', 'Xayah', 'Maokai']",0
"['LeBlanc', 'Tristana', 'Poppy', 'Xayah', 'Heimerdinger']","['Rumble', 'Viego', 'TwistedFate', 'Kaisa', 'Nautilus']",0
"['Neeko', 'Sejuani', 'Vi', 'Azir', 'KSante']","['Renekton', 'KhaZix', 'Annie', 'Draven', 'Maokai']",1
"['Vi', 'LeBlanc', 'Tristana', 'Rakan', 'Ahri']","['Quinn', 'Viego', 'Azir', 'Kaisa', 'Nautilus']",1
"['Neeko', 'Sejuani', 'Annie', 'Alistar', 'Renata Glasc']","['Renekton', 'Poppy', 'Taliyah', 'Xayah', 'Maokai']",0
"['Poppy', 'Sejuani', 'Azir', 'Gangplank', 'Gnar']","['Renekton', 'LeeSin', 'Neeko', 'Aphelios', 'Milio']",1
"['Tristana', 'LeBlanc', 'Jayce', 'Nautilus', 'Rell']","['Rumble', 'Viego', 'Annie', 'Kaisa', 'Rakan']",0
"['Neeko', 'Annie', 'LeBlanc', 'Jax', 'Gangplank']","['Renekton', 'Sejuani', 'Yone', 'Kaisa', 'Rell']",1
"['Tristana', 'Rumble', 'Poppy', 'Akali', 'Sylas']","['Ornn', 'LeeSin', 'Azir', 'Xayah', 'Rakan']",0
"['Poppy', 'Vi', 'LeBlanc', 'Lee Sin', 'Nautilus']","['Jax', 'Sejuani', 'Tristana', 'Ezreal', 'Rell']",0
"['Yone', 'Neeko', 'Annie', 'Aphelios', 'Xayah']","['Gragas', 'Skarner', 'Azir', 'Kaisa', 'Rakan']",1
"['Poppy', 'Tristana', 'LeBlanc', 'Skarner', 'Sejuani']","['Renekton', 'LeeSin', 'Akali', 'Kaisa', 'Rell']",1
"['Yone', 'Neeko', 'Annie', 'Rakan', 'Nautilus']","['KSante', 'Vi', 'Azir', 'Aphelios', 'Alistar']",0
"['Poppy', 'Vi', 'Neeko', 'Akali', 'Tristana']","['Renekton', 'Maokai', 'Azir', 'Xayah', 'Rakan']",1
"['Yone', 'Annie', 'LeBlanc', 'Viego', 'Lee Sin']","['Jax', 'Sejuani', 'Veigar', 'Kaisa', 'Rell']",0
"['Ivern', 'Rumble', 'Vi', 'Renekton', 'Kennen']","['Jax', 'Maokai', 'Tristana', 'Xayah', 'Rakan']",0
"['Neeko', 'Poppy', 'Sejuani', 'Milio', 'Braum']","['KSante', 'LeeSin', 'LeBlanc', 'Kaisa', 'Rell']",1
"['Ivern', 'Rumble', 'Tristana', 'Vi', 'Nocturne']","['Jax', 'Sejuani', 'Azir', 'Ashe', 'Braum']",0
"['Neeko', 'Poppy', 'LeBlanc', 'Xayah', 'Aphelios']","['KSante', 'Wukong', 'Akali', 'Kaisa', 'Rell']",1
"['Vi', 'Poppy', 'LeBlanc', 'Rell', 'Rumble']","['Ornn', 'Ivern', 'Tristana', 'Xayah', 'Maokai']",0
"['Jax', 'Neeko', 'Sejuani', 'Braum', 'Alistar']","['KSante', 'KhaZix', 'Annie', 'Kaisa', 'Rakan']",1
"['Annie', 'Tristana', 'Kaisa', 'Rumble', 'Ahri']","['Sejuani', 'Poppy', 'Akali', 'Xayah', 'Rell']",0
"['Jax', 'Neeko', 'LeBlanc', 'Renekton', 'KSante']","['Gangplank', 'Vi', 'Azir', 'Aphelios', 'Braum']",1
"['Poppy', 'LeBlanc', 'Tristana', 'Nautilus', 'Renekton']","['Rumble', 'Vi', 'Annie', 'Xayah', 'Alistar']",1
"['Viego', 'Neeko', 'Gnar', 'Rakan', 'Quinn']","['KSante', 'Sejuani', 'Azir', 'Kaisa', 'Rell']",0
"['Poppy', 'LeBlanc', 'Tristana', 'Ahri', 'Renekton']","['Ornn', 'Nocturne', 'Azir', 'Xayah', 'Rakan']",1
"['Viego', 'Neeko', 'Annie', 'Rumble', 'Sejuani']","['Trundle', 'Vi', 'Veigar', 'Kaisa', 'Nautilus']",0
"['LeBlanc', 'Sejuani', 'Poppy', 'Jayce', 'Yone']","['Jax', 'Vi', 'Azir', 'Tristana', 'Alistar']",1
"['Ivern', 'Renekton', 'Neeko', 'Skarner', 'Rakan']","['KSante', 'Maokai', 'Xerath', 'Kaisa', 'Nautilus']",0
"['LeBlanc', 'Tristana', 'Neeko', 'Fiora', 'Gragas']","['Jax', 'Poppy', 'Azir', 'Kalista', 'Alistar']",0
"['Ivern', 'Renekton', 'Vi', 'Aphelios', 'Xayah']","['KSante', 'Sejuani', 'Yone', 'Kaisa', 'Rakan']",1
"['LeBlanc', 'Sejuani', 'Poppy', 'Milio', 'Jax']","['Renekton', 'LeeSin', 'Tristana', 'Kaisa', 'Rell']",1
"['Ivern', 'Vi', 'Neeko', 'Skarner', 'Rakan']","['KSante', 'Maokai', 'Azir', 'Ashe', 'Alistar']",0
"['Renekton', 'Annie', 'Viego', 'Nautilus', 'Ahri']","['Kennen', 'Sejuani', 'Yone', 'Aphelios', 'Alistar']",0
"['Tristana', 'Neeko', 'LeBlanc', 'Rumble', 'Gragas']","['Jax', 'Vi', 'Azir', 'Kaisa', 'RenataGlasc']",1
"['Renekton', 'Annie', 'Viego', 'Nautilus', 'Azir']","['Poppy', 'Sejuani', 'Yone', 'Xayah', 'Rell']",1
"['Tristana', 'Neeko', 'LeBlanc', 'Rakan', 'Gragas']","['Jax', 'Vi', 'Veigar', 'Kaisa', 'Alistar']",0
"['Annie', 'Sejuani', 'Neeko', 'Alistar', 'Poppy']","['Gnar', 'Viego', 'Akali', 'Xayah', 'Nautilus']",0
"['Yone', 'Tristana', 'LeBlanc', 'Rakan', 'Rell']","['Renekton', 'Maokai', 'Azir', 'Kaisa', 'Leona']",1
"['Nilah', 'Poppy', 'KSante', 'Renekton', 'Alistar']","['Gangplank', 'Maokai', 'Tristana', 'Kaisa', 'Rell']",1
"['Neeko', 'LeBlanc', 'Ivern', 'Quinn', 'Nautilus']","['Jax', 'Sejuani', 'Azir', 'Aphelios', 'Milio']",0
"['Neeko', 'Poppy', 'Nilah', 'Viego', 'Sejuani']","['Jax', 'Vi', 'Annie', 'Kaisa', 'Rakan']",1
"['Tristana', 'Azir', 'Xayah', 'Alistar', 'Renekton']","['KSante', 'Nocturne', 'LeBlanc', 'Samira', 'Rell']",0
"['Annie', 'Neeko', 'Jayce', 'Nocturne', 'Viego']","['KSante', 'Poppy', 'Azir', 'Xayah', 'Alistar']",0
"['Sejuani', 'LeBlanc', 'Tristana', 'Rakan', 'Irelia']","['Rumble', 'LeeSin', 'Sylas', 'Kaisa', 'Rell']",1
"['Tristana', 'Neeko', 'LeBlanc', 'Rell', 'Nautilus']","['Rumble', 'Maokai', 'Jayce', 'Xayah', 'Milio']",0
"['Sejuani', 'Poppy', 'Azir', 'Varus', 'Ashe']","['Jax', 'Viego', 'Annie', 'Kaisa', 'Rakan']",1
"['Ivern', 'Viego', 'LeBlanc', 'Blitzcrank', 'Nautilus']","['Renekton', 'Maokai', 'Tristana', 'Ashe', 'Milio']",0
"['Poppy', 'Neeko', 'Vi', 'Alistar', 'Braum']","['Jax', 'Sejuani', 'Yone', 'Kaisa', 'Rell']",1
"['Ivern', 'Viego', 'LeBlanc', 'Braum', 'Milio']","['Jax', 'Sejuani', 'Azir', 'Kaisa', 'Leona']",0
"['Poppy', 'Neeko', 'Vi', 'Rell', 'Renekton']","['Gragas', 'Maokai', 'Tristana', 'Aphelios', 'Nautilus']",1
"['LeBlanc', 'Poppy', 'Tristana', 'Azir', 'Milio']","['Renekton', 'Nocturne', 'Neeko', 'Kaisa', 'Alistar']",1
"['Annie', 'Viego', 'Vi', 'Volibear', 'Nautilus']","['Jax', 'Sejuani', 'Jayce', 'Aphelios', 'Braum']",0
"['Tristana', 'LeBlanc', 'Neeko', 'Rakan', 'Alistar']","['Renekton', 'Skarner', 'Azir', 'Kaisa', 'Nautilus']",1
