Ban,Pick,Outcome
"['Neeko', 'Maokai', 'Annie', 'Gnar', 'Ahri']","['Sion', 'Viego', 'Gragas', 'Zeri', 'Yuumi']",0
"['Vi', 'Blitzcrank', 'Lulu', 'Malphite', 'Wukong']","['Jax', 'Sejuani', 'KSante', 'Aphelios', 'Milio']",1
"['Neeko', 'Annie', 'KSante', 'Gnar', 'Sejuani']","['Ornn', 'Viego', 'Gragas', 'Zeri', 'Yuumi']",0
"['Vi', 'Blitzcrank', 'Lulu', 'Malphite', 'Wukong']","['Sion', 'KhaZix', 'Ahri', 'Aphelios', 'Milio']",1
"['KSante', 'Milio', 'Vi', 'Rakan', 'Tahm Kench']","['Jax', 'Sejuani', 'Annie', 'Aphelios', 'Nautilus']",1
"['Neeko', 'Yuumi', 'Zeri', 'Viego', 'Wukong']","['Gnar', 'Maokai', 'Tristana', 'Draven', 'Braum']",0
"['Neeko', 'Zeri', 'KSante', 'Ahri', 'Aurelion Sol']","['Ornn', 'Volibear', 'Annie', 'Aphelios', 'Yuumi']",0
"['Sejuani', 'Sion', 'Lucian', 'Wukong', 'Viego']","['Jax', 'Vi', 'Gragas', 'Draven', 'Milio']",1
"['KSante', 'Vi', 'Annie', 'Viego', 'Wukong']","['Renekton', 'Maokai', 'Ahri', 'Zeri', 'Lulu']",0
"['Neeko', 'Sejuani', 'Sion', 'Yone', 'Jayce']","['Jax', 'Kindred', 'Gragas', 'Twitch', 'Yuumi']",1
"['KSante', 'Rakan', 'Vi', 'Annie', 'Malphite']","['Gragas', 'LeeSin', 'Syndra', 'Aphelios', 'Milio']",1
"['Maokai', 'Lucian', 'Neeko', 'Viego', 'Volibear']","['Aatrox', 'Wukong', 'Cassiopeia', 'Zeri', 'Yuumi']",0
"['KSante', 'Neeko', 'Vi', 'Wukong', 'Malphite']","['Gragas', 'Viego', 'Syndra', 'Aphelios', 'Yuumi']",0
"['Zeri', 'Maokai', 'Lucian', 'Gwen', 'Gnar']","['Sion', 'KhaZix', 'Annie', 'Jinx', 'Milio']",1
"['KSante', 'Annie', 'Vi', 'KhaZix', 'Malphite']","['Gragas', 'Wukong', 'Azir', 'Aphelios', 'Milio']",0
"['Maokai', 'Lucian', 'Neeko', 'Lee Sin', 'Volibear']","['Gnar', 'Viego', 'Cassiopeia', 'Zeri', 'Yuumi']",1
"['Lucian', 'Zeri', 'Vi', 'Wukong', 'Viego']","['KSante', 'Volibear', 'Taliyah', 'Xayah', 'Rakan']",1
"['Neeko', 'Milio', 'Maokai', 'Annie', 'Aurelion Sol']","['Sion', 'KhaZix', 'Ahri', 'Aphelios', 'Yuumi']",0
"['Milio', 'Lucian', 'Neeko', 'Wukong', 'Poppy']","['Gwen', 'Vi', 'Taliyah', 'Zeri', 'Rakan']",1
"['Maokai', 'KSante', 'Annie', 'Aurelion Sol', 'Gragas']","['Sion', 'Viego', 'Ahri', 'Aphelios', 'Yuumi']",0
"['Ahri', 'KSante', 'Maokai', 'Gragas', 'Gwen']","['Sion', 'Viego', 'Annie', 'Draven', 'Milio']",1
"['Neeko', 'Lucian', 'Zeri', 'Xayah', 'KogMaw']","['Chogath', 'Vi', 'Syndra', 'Aphelios', 'Yuumi']",0
"['Neeko', 'Milio', 'Ahri', 'Rakan', 'Lulu']","['Poppy', 'Maokai', 'AurelionSol', 'Lucian', 'Nami']",1
"['Annie', 'Yuumi', 'KSante', 'Gragas', 'Sion']","['Jax', 'Sejuani', 'Jayce', 'Varus', 'Nautilus']",0
"['Vi', 'Maokai', 'Lucian', 'Lulu', 'Ornn']","['Malphite', 'Viego', 'Annie', 'Ezreal', 'Yuumi']",1
"['Milio', 'Zeri', 'Neeko', 'KhaZix', 'Jax']","['KSante', 'Wukong', 'Ahri', 'Aphelios', 'Rakan']",0
"['Neeko', 'Zeri', 'Lucian', 'LeBlanc', 'Ahri']","['Kayle', 'Sejuani', 'KSante', 'Aphelios', 'Milio']",0
"['Yuumi', 'Maokai', 'Annie', 'Jax', 'Malphite']","['Gwen', 'Vi', 'Gragas', 'Jinx', 'Blitzcrank']",1
"['Vi', 'Maokai', 'Lucian', 'Gnar', 'Ornn']","['Sion', 'Volibear', 'Annie', 'Aphelios', 'Yuumi']",1
"['Zeri', 'Neeko', 'Wukong', 'Malphite', 'Jax']","['KSante', 'Viego', 'Gragas', 'Jinx', 'Milio']",0
