Ban,Pick,Outcome
"['Poppy', 'Vi', 'Nocturne', 'Alistar', 'Rell']","['KSante', 'Sejuani', 'Azir', 'Kaisa', 'Rakan']",1
"['Tristana', 'LeBlanc', 'Neeko', 'Yone', 'Jax']","['Renekton', 'Maokai', 'Jayce', 'Xayah', 'Braum']",0
"['Kaisa', 'Neeko', 'Vi', 'Alistar', 'Xerath']","['KSante', 'Rell', 'Azir', 'Varus', 'Rakan']",0
"['Tristana', 'LeBlanc', 'Sejuani', 'Sivir', 'Zeri']","['Aatrox', 'Poppy', 'Corki', 'Xayah', 'Maokai']",1
"['Poppy', 'Vi', 'Nocturne', 'Maokai', 'Ahri']","['KSante', 'Sejuani', 'Jayce', 'Aphelios', 'Lulu']",0
"['Tristana', 'LeBlanc', 'Neeko', 'Jax', 'Azir']","['Aatrox', 'Rell', 'Annie', 'Xayah', 'Rakan']",1
"['LeBlanc', 'Jax', 'Jayce', 'Rakan', 'Rell']","['Renekton', 'Maokai', 'Azir', 'Sivir', 'Nautilus']",1
"['Sejuani', 'Kaisa', 'Tristana', 'Zeri', 'Alistar']","['Rumble', 'Nocturne', 'Neeko', 'Xayah', 'Leona']",0
"['LeBlanc', 'Tristana', 'Renekton', 'Zeri', 'Ziggs']","['Aatrox', 'Maokai', 'Yone', 'Xayah', 'Rell']",1
"['Sejuani', 'Azir', 'Kaisa', 'Rakan', 'Viego']","['Jax', 'Nocturne', 'Ahri', 'Sivir', 'Alistar']",0
"['LeBlanc', 'Tristana', 'Renekton', 'Vi', 'Jax']","['Poppy', 'Nocturne', 'Neeko', 'Kaisa', 'Rell']",1
"['Sejuani', 'Maokai', 'Azir', 'Rakan', 'Aatrox']","['KSante', 'Viego', 'Ahri', 'Xayah', 'Alistar']",0
