Ban,Pick,Outcome
"['Maokai', 'Ashe', 'Akali', 'Sylas', 'LeBlanc']","['Fiora', 'Vi', 'Syndra', 'Zeri', 'Lulu']",0
"['Caitlyn', 'Ryze', 'Ashe', 'Kassadin', 'Gnar']","['Irelia', 'Sejuani', 'Syndra', 'Zeri', 'Yuumi']",0
"['Wukong', 'Vi', 'Viego', 'Jax', 'KSante']","['Renekton', 'Elise', 'Jayce', 'Lucian', 'Nami']",1
"['Caitlyn', 'Elise', 'Ryze', 'Gnar', 'Jayce']","['KSante', 'Vi', 'Azir', 'Zeri', 'Yuumi']",0
"['Wukong', 'Ashe', 'Kassadin', 'Ahri', 'Renekton']","['Fiora', 'Sejuani', 'Sylas', 'Lucian', 'Nami']",1
"['Ashe', 'Vi', 'Renekton', 'Kassadin', 'Akali']","['Urgot', 'Sejuani', 'Syndra', 'Lucian', 'Nami']",0
"['Maokai', 'Caitlyn', 'Ryze', 'Gnar', 'Fiora']","['KSante', 'Wukong', 'Sylas', 'Zeri', 'Yuumi']",1
"['Ashe', 'Vi', 'Renekton', 'Syndra', 'Sylas']","['Jax', 'Sejuani', 'Yone', 'Zeri', 'Lulu']",1
"['Maokai', 'Caitlyn', 'Ryze', 'Gnar', 'Fiora']","['KSante', 'Wukong', 'Kassadin', 'Sivir', 'Yuumi']",0
"['Ashe', 'Vi', 'Yuumi', 'Wukong', 'KSante']","['Renekton', 'Zac', 'Ryze', 'Ezreal', 'Karma']",1
"['Maokai', 'Caitlyn', 'Lucian', 'Gnar', 'Elise']","['Jax', 'Sejuani', 'Syndra', 'Varus', 'Heimerdinger']",0
"['Ashe', 'Maokai', 'Varus', 'Renekton', 'Fiora']","['Jax', 'Sejuani', 'Azir', 'Zeri', 'Heimerdinger']",0
"['Lucian', 'Caitlyn', 'Yuumi', 'Ryze', 'Kassadin']","['KSante', 'Wukong', 'Akali', 'Ezreal', 'Karma']",1
"['Ashe', 'Maokai', 'Wukong', 'Syndra', 'Kassadin']","['KSante', 'Vi', 'Sylas', 'Zeri', 'Lulu']",1
"['Lucian', 'Caitlyn', 'Yuumi', 'Ryze', 'Ahri']","['Fiora', 'Sejuani', 'Akali', 'Varus', 'Heimerdinger']",0
"['Ashe', 'Maokai', 'Akali', 'Fiora', 'KSante']","['Renekton', 'Sejuani', 'Azir', 'Ezreal', 'Heimerdinger']",0
"['Lucian', 'Caitlyn', 'Yuumi', 'Ryze', 'Kassadin']","['Gnar', 'Wukong', 'Sylas', 'Varus', 'Karma']",1
"['Vi', 'Renekton', 'Ryze', 'Kassadin', 'Akali']","['Jax', 'Sejuani', 'Sylas', 'Zeri', 'Yuumi']",0
"['Ashe', 'Caitlyn', 'Varus', 'KSante', 'Fiora']","['Gnar', 'Maokai', 'Syndra', 'Lucian', 'Nami']",1
"['Vi', 'Renekton', 'Ryze', 'Kassadin', 'Akali']","['KSante', 'Sejuani', 'Viktor', 'Zeri', 'Yuumi']",1
"['Ashe', 'Varus', 'Caitlyn', 'Jax', 'Fiora']","['Gnar', 'Maokai', 'Syndra', 'Lucian', 'Nami']",0
"['Vi', 'Ryze', 'Maokai', 'Elise', 'Poppy']","['Gnar', 'Wukong', 'Karma', 'Zeri', 'Lulu']",0
"['Sejuani', 'Ashe', 'Yuumi', 'Kassadin', 'Gwen']","['Renekton', 'Lillia', 'Azir', 'Lucian', 'Nami']",1
"['Ashe', 'Heimerdinger', 'Twitch', 'Jax', 'Kassadin']","['Renekton', 'Maokai', 'Sylas', 'Jhin', 'Karma']",1
"['Yuumi', 'Ryze', 'Lucian', 'Jayce', 'Gnar']","['Fiora', 'Vi', 'Viktor', 'Varus', 'Soraka']",0
"['Ashe', 'Heimerdinger', 'Jax', 'Renekton', 'Fiora']","['KSante', 'Wukong', 'Akali', 'Zeri', 'Yuumi']",1
"['Ryze', 'Maokai', 'Caitlyn', 'Kassadin', 'Jayce']","['Camille', 'Sejuani', 'Sylas', 'Lucian', 'Nami']",0
"['Akali', 'Sejuani', 'Ashe', 'Kassadin', 'Sylas']","['Renekton', 'Maokai', 'Azir', 'Lucian', 'Nami']",1
"['Caitlyn', 'Ryze', 'Elise', 'Jayce', 'Syndra']","['KSante', 'Vi', 'Ahri', 'Zeri', 'Lulu']",0
"['Akali', 'Sejuani', 'Ashe', 'Kassadin', 'Ahri']","['Gnar', 'Maokai', 'LeBlanc', 'Lucian', 'Nami']",1
"['Caitlyn', 'Ryze', 'Elise', 'Jayce', 'Syndra']","['Fiora', 'Vi', 'Azir', 'Zeri', 'Lulu']",0
"['Maokai', 'Sejuani', 'Ryze', 'Kassadin', 'KSante']","['Gnar', 'Vi', 'Galio', 'Sivir', 'Yuumi']",0
"['Caitlyn', 'Lissandra', 'LeBlanc', 'Jayce', 'Azir']","['Jax', 'Wukong', 'Syndra', 'Zeri', 'Lulu']",1
"['Maokai', 'Ryze', 'Lulu', 'Kassadin', 'Jax']","['KSante', 'Vi', 'Orianna', 'Sivir', 'Yuumi']",1
"['Caitlyn', 'Lissandra', 'LeBlanc', 'Azir', 'Syndra']","['Gnar', 'Wukong', 'Karma', 'Lucian', 'Nami']",0
"['Maokai', 'Yuumi', 'Lulu', 'Ezreal', 'Sivir']","['Renekton', 'Sejuani', 'Kassadin', 'Varus', 'Ashe']",1
"['Caitlyn', 'Lissandra', 'Lucian', 'Syndra', 'Azir']","['KSante', 'Wukong', 'Ryze', 'Zeri', 'Heimerdinger']",0
"['Ashe', 'Varus', 'Caitlyn', 'Camille', 'Kassadin']","['Renekton', 'Vi', 'Akali', 'Zeri', 'Lulu']",0
"['KSante', 'Ryze', 'Yuumi', 'Jayce', 'Ahri']","['Fiora', 'Maokai', 'Azir', 'Lucian', 'Nami']",1
"['Caitlyn', 'Varus', 'Maokai', 'Camille', 'Elise']","['Gragas', 'Viego', 'Viktor', 'Zeri', 'Lulu']",0
"['Vi', 'Yuumi', 'Ashe', 'Wukong', 'Jayce']","['Renekton', 'Sejuani', 'Ryze', 'Lucian', 'Nami']",1
"['Vi', 'Ryze', 'Elise', 'Kassadin', 'Jayce']","['Aatrox', 'Sejuani', 'Taliyah', 'Ashe', 'Heimerdinger']",0
"['Yuumi', 'Caitlyn', 'KSante', 'Jax', 'Fiora']","['Gnar', 'Maokai', 'Sylas', 'Varus', 'Jhin']",1
"['Vi', 'Ryze', 'Elise', 'Kassadin', 'Jayce']","['Fiora', 'Sejuani', 'Viktor', 'Varus', 'Karma']",0
"['Yuumi', 'Caitlyn', 'Ashe', 'KSante', 'Jax']","['Gnar', 'Maokai', 'Akali', 'Lucian', 'Nami']",1
"['Maokai', 'Ryze', 'Ashe', 'Wukong', 'Kassadin']","['Gnar', 'Vi', 'Azir', 'Lucian', 'Nami']",1
"['Caitlyn', 'Yuumi', 'Varus', 'Fiora', 'Jayce']","['KSante', 'Elise', 'Taliyah', 'Zeri', 'Lulu']",0
"['Maokai', 'Elise', 'Ryze', 'Kassadin', 'KSante']","['Fiora', 'Wukong', 'Lissandra', 'Lucian', 'Nami']",1
"['Caitlyn', 'Yuumi', 'Varus', 'Azir', 'LeBlanc']","['Jayce', 'Vi', 'Ahri', 'Zeri', 'Lulu']",0
"['Ashe', 'Sejuani', 'Twitch', 'Syndra', 'Renekton']","['Gnar', 'Elise', 'Ryze', 'Lucian', 'Nami']",1
"['Varus', 'Caitlyn', 'Jayce', 'Sylas', 'Vi']","['Jax', 'Maokai', 'Taliyah', 'Zeri', 'Yuumi']",0
"['Ashe', 'Sejuani', 'Heimerdinger', 'Tryndamere', 'Renekton']","['Gnar', 'LeeSin', 'Syndra', 'Sivir', 'Yuumi']",1
"['Ryze', 'Lucian', 'Caitlyn', 'Sylas', 'Kassadin']","['Jax', 'Maokai', 'Viktor', 'Zeri', 'Lulu']",0
